filename,filepath,category,area,volume,aabb_volume,compactness,diameter,convexity,eccentricity,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9
m57_6896.obj,normalized_data/AquaticAnimal/m57_6896.obj,AquaticAnimal,0.495,-0.008,0.053,2110.836,1.007,-0.48,83.774,0.2575,0.2225,0.099,0.079,0.051,0.06,0.069,0.074,0.0645,0.0235,0.076,0.326,0.283,0.234,0.0635,0.0175,0.0,0.0,0.0,0.0,0.2215,0.2715,0.2315,0.157,0.074,0.0325,0.012,0.0,0.0,0.0,0.153,0.4285,0.3365,0.0805,0.0015,0.0,0.0,0.0,0.0,0.0,0.385,0.5875,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m67_6487.obj,normalized_data/AquaticAnimal/m67_6487.obj,AquaticAnimal,0.517,-0.014,0.084,731.988,0.998,-0.605,96.777,0.248,0.1975,0.1325,0.0845,0.064,0.0635,0.0585,0.0695,0.063,0.019,0.008,0.2105,0.3495,0.2415,0.1755,0.015,0.0,0.0,0.0,0.0,0.1565,0.239,0.227,0.159,0.113,0.079,0.0265,0.0,0.0,0.0,0.1105,0.321,0.3275,0.2215,0.0195,0.0,0.0,0.0,0.0,0.0,0.2715,0.6175,0.1085,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
m62_4502.obj,normalized_data/AquaticAnimal/m62_4502.obj,AquaticAnimal,0.638,-0.013,0.07,1543.251,1.023,-0.505,68.386,0.192,0.195,0.1665,0.1295,0.0845,0.0665,0.0575,0.044,0.05,0.0145,0.078,0.284,0.323,0.2505,0.054,0.0095,0.001,0.0,0.0,0.0,0.1265,0.2845,0.2865,0.1865,0.092,0.0235,0.0005,0.0,0.0,0.0,0.084,0.3565,0.309,0.179,0.063,0.0085,0.0,0.0,0.0,0.0,0.2495,0.6005,0.1495,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
m65_5490.obj,normalized_data/AquaticAnimal/m65_5490.obj,AquaticAnimal,0.757,-0.012,0.235,2962.163,1.016,-0.197,16.855,0.172,0.207,0.1595,0.115,0.093,0.075,0.0805,0.0505,0.0335,0.014,0.0795,0.283,0.378,0.2065,0.0295,0.0165,0.007,0.0,0.0,0.0,0.13,0.283,0.298,0.191,0.0665,0.0255,0.006,0.0,0.0,0.0,0.082,0.3445,0.3515,0.1695,0.0455,0.007,0.0,0.0,0.0,0.0,0.223,0.528,0.2145,0.033,0.0015,0.0,0.0,0.0,0.0,0.0
m76_4580.obj,normalized_data/AquaticAnimal/m76_4580.obj,AquaticAnimal,0.451,0.012,0.122,656.31,1.005,0.312,20.97,0.256,0.198,0.118,0.082,0.076,0.064,0.063,0.0735,0.0505,0.019,0.1285,0.3175,0.2155,0.2175,0.089,0.032,0.0,0.0,0.0,0.0,0.18,0.319,0.2215,0.142,0.077,0.046,0.0145,0.0,0.0,0.0,0.109,0.4265,0.368,0.0875,0.009,0.0,0.0,0.0,0.0,0.0,0.258,0.6125,0.1245,0.005,0.0,0.0,0.0,0.0,0.0,0.0
m73_5452.obj,normalized_data/AquaticAnimal/m73_5452.obj,AquaticAnimal,0.721,-0.028,0.209,489.347,1.006,-0.369,15.136,0.1745,0.2165,0.147,0.1065,0.0955,0.0865,0.08,0.0485,0.035,0.01,0.052,0.251,0.3315,0.182,0.118,0.0655,0.0,0.0,0.0,0.0,0.0985,0.2865,0.2545,0.169,0.1255,0.05,0.016,0.0,0.0,0.0,0.0475,0.2725,0.396,0.2115,0.0555,0.015,0.002,0.0,0.0,0.0,0.1255,0.461,0.355,0.0575,0.001,0.0,0.0,0.0,0.0,0.0
m56_5814.obj,normalized_data/AquaticAnimal/m56_5814.obj,AquaticAnimal,0.489,0.009,0.054,1527.685,0.552,0.538,58.308,0.262,0.176,0.109,0.09,0.0795,0.0615,0.069,0.0705,0.07,0.0125,0.0155,0.216,0.286,0.3735,0.0975,0.0115,0.0,0.0,0.0,0.0,0.3645,0.198,0.136,0.17,0.083,0.034,0.0145,0.0,0.0,0.0,0.3145,0.403,0.226,0.0545,0.002,0.0,0.0,0.0,0.0,0.0,0.5195,0.448,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m72_5024.obj,normalized_data/AquaticAnimal/m72_5024.obj,AquaticAnimal,0.542,0.013,0.103,911.058,1.009,0.424,22.256,0.258,0.1925,0.126,0.086,0.071,0.065,0.059,0.0665,0.0605,0.0155,0.215,0.3005,0.2595,0.1155,0.088,0.0215,0.0,0.0,0.0,0.0,0.1975,0.3495,0.2275,0.122,0.0665,0.0335,0.0035,0.0,0.0,0.0,0.1235,0.5235,0.3045,0.044,0.004,0.0005,0.0,0.0,0.0,0.0,0.31,0.615,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m53_6972.obj,normalized_data/AquaticAnimal/m53_6972.obj,AquaticAnimal,0.454,-0.007,0.046,2060.06,1.008,-0.355,69.562,0.255,0.1855,0.117,0.0765,0.0725,0.07,0.0595,0.0715,0.0725,0.02,0.091,0.3055,0.261,0.252,0.0745,0.016,0.0,0.0,0.0,0.0,0.195,0.2825,0.25,0.1545,0.069,0.033,0.016,0.0,0.0,0.0,0.157,0.4485,0.3325,0.0615,0.0005,0.0,0.0,0.0,0.0,0.0,0.3865,0.5825,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m58_6623.obj,normalized_data/AquaticAnimal/m58_6623.obj,AquaticAnimal,0.919,0.054,0.188,266.046,1.001,0.679,4.933,0.123,0.1995,0.188,0.16,0.123,0.084,0.0635,0.042,0.0125,0.0045,0.0,0.2575,0.4605,0.1875,0.059,0.0355,0.0,0.0,0.0,0.0,0.064,0.2315,0.3715,0.2115,0.078,0.033,0.0105,0.0,0.0,0.0,0.032,0.1895,0.383,0.31,0.0795,0.006,0.0,0.0,0.0,0.0,0.0835,0.347,0.4235,0.1405,0.0055,0.0,0.0,0.0,0.0,0.0
D00517_9710.obj,normalized_data/Spoon/D00517_9710.obj,Spoon,0.4,0.001,0.032,190338.0,1.002,0.047,140.441,0.3655,0.1485,0.0705,0.0475,0.0425,0.0455,0.045,0.063,0.0855,0.0865,0.157,0.2305,0.2015,0.2095,0.104,0.0775,0.02,0.0,0.0,0.0,0.1905,0.284,0.187,0.144,0.097,0.074,0.0235,0.0,0.0,0.0,0.2385,0.444,0.265,0.05,0.0025,0.0,0.0,0.0,0.0,0.0,0.6505,0.3305,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00669_5895.obj,normalized_data/Spoon/D00669_5895.obj,Spoon,0.902,-0.007,0.186,14690.04,0.587,-0.099,11.615,0.166,0.1995,0.169,0.123,0.097,0.076,0.068,0.063,0.0285,0.01,0.0,0.2725,0.3765,0.2255,0.0445,0.0315,0.0395,0.01,0.0,0.0,0.105,0.233,0.2765,0.1865,0.0965,0.0595,0.038,0.005,0.0,0.0,0.0525,0.2605,0.3355,0.214,0.102,0.0335,0.002,0.0,0.0,0.0,0.121,0.4445,0.299,0.12,0.015,0.0005,0.0,0.0,0.0,0.0
m1627_10290.obj,normalized_data/Hat/m1627_10290.obj,Hat,1.747,-0.056,0.232,1694.525,0.991,-0.46,6.956,0.111,0.206,0.2025,0.156,0.12,0.09,0.0585,0.032,0.0175,0.0065,0.0,0.09,0.3555,0.405,0.1495,0.0,0.0,0.0,0.0,0.0,0.071,0.1825,0.2645,0.2515,0.178,0.051,0.0015,0.0,0.0,0.0,0.021,0.1655,0.2845,0.2895,0.172,0.062,0.005,0.0005,0.0,0.0,0.0475,0.3055,0.404,0.21,0.0315,0.0015,0.0,0.0,0.0,0.0
m1635_5092.obj,normalized_data/Hat/m1635_5092.obj,Hat,3.155,0.073,0.584,5883.191,1.044,0.228,1.396,0.1885,0.1525,0.1485,0.1455,0.1155,0.098,0.077,0.053,0.016,0.0055,0.0,0.0,0.0735,0.6815,0.1775,0.0675,0.0,0.0,0.0,0.0,0.2605,0.1195,0.151,0.1545,0.2215,0.072,0.0205,0.0005,0.0,0.0,0.2045,0.2515,0.1845,0.1275,0.108,0.0845,0.0345,0.005,0.0,0.0,0.2785,0.3355,0.2015,0.1095,0.0485,0.023,0.0035,0.0,0.0,0.0
m1633_7724.obj,normalized_data/Hat/m1633_7724.obj,Hat,1.745,0.085,0.42,734.322,1.167,0.455,2.145,0.1065,0.184,0.1945,0.1855,0.1405,0.0745,0.06,0.0315,0.0185,0.0045,0.0,0.1195,0.317,0.313,0.1985,0.052,0.0,0.0,0.0,0.0,0.0575,0.1495,0.22,0.3225,0.185,0.053,0.01,0.0025,0.0,0.0,0.0185,0.1185,0.236,0.2745,0.242,0.0935,0.0145,0.0025,0.0,0.0,0.0595,0.211,0.328,0.2555,0.119,0.025,0.002,0.0,0.0,0.0
m1632_10285.obj,normalized_data/Hat/m1632_10285.obj,Hat,3.248,-0.018,0.628,101437.143,1.075,-0.058,2.496,0.0875,0.191,0.2225,0.162,0.1445,0.1025,0.064,0.018,0.0065,0.0015,0.0,0.0,0.0,0.625,0.286,0.0765,0.0125,0.0,0.0,0.0,0.0405,0.116,0.1785,0.235,0.219,0.1655,0.04,0.0055,0.0,0.0,0.011,0.0835,0.155,0.218,0.2715,0.1895,0.065,0.0065,0.0,0.0,0.031,0.156,0.263,0.272,0.2,0.067,0.011,0.0,0.0,0.0
m1634_5814.obj,normalized_data/Hat/m1634_5814.obj,Hat,5.216,-0.31,0.649,1474.034,1.037,-0.951,5.756,0.1205,0.189,0.176,0.147,0.136,0.1125,0.061,0.034,0.019,0.005,0.0025,0.0175,0.034,0.2525,0.5345,0.159,0.0,0.0,0.0,0.0,0.069,0.146,0.1675,0.149,0.1575,0.1645,0.1325,0.014,0.0,0.0,0.029,0.109,0.18,0.218,0.185,0.161,0.102,0.016,0.0,0.0,0.056,0.205,0.269,0.2475,0.1525,0.058,0.011,0.001,0.0,0.0
m1636_8625.obj,normalized_data/Hat/m1636_8625.obj,Hat,3.134,-0.026,0.715,44833.066,1.133,-0.087,2.226,0.089,0.182,0.217,0.1795,0.147,0.0895,0.0605,0.021,0.011,0.0035,0.0,0.0,0.1775,0.328,0.401,0.07,0.0235,0.0,0.0,0.0,0.0395,0.117,0.1735,0.245,0.2425,0.1125,0.0525,0.0175,0.0,0.0,0.0135,0.0865,0.1645,0.241,0.2495,0.1645,0.067,0.013,0.0005,0.0,0.036,0.15,0.279,0.2625,0.183,0.0785,0.011,0.0,0.0,0.0
m1631_11188.obj,normalized_data/Hat/m1631_11188.obj,Hat,2.169,-0.061,0.374,2747.209,1.01,-0.402,5.129,0.1235,0.198,0.2015,0.1605,0.114,0.0795,0.051,0.0395,0.0195,0.013,0.0015,0.027,0.393,0.24,0.2795,0.059,0.0,0.0,0.0,0.0,0.06,0.1495,0.221,0.2625,0.191,0.0875,0.0275,0.001,0.0,0.0,0.0285,0.114,0.2285,0.275,0.2205,0.107,0.0235,0.003,0.0,0.0,0.068,0.2595,0.336,0.2345,0.084,0.017,0.001,0.0,0.0,0.0
m1638_8815.obj,normalized_data/Hat/m1638_8815.obj,Hat,2.391,0.047,0.389,6216.209,0.998,0.259,1.663,0.1335,0.1245,0.193,0.1915,0.1455,0.0915,0.0655,0.037,0.014,0.004,0.0,0.0,0.365,0.279,0.3065,0.0495,0.0,0.0,0.0,0.0,0.135,0.103,0.1195,0.217,0.307,0.0975,0.021,0.0,0.0,0.0,0.058,0.1705,0.166,0.159,0.1835,0.2155,0.0475,0.0,0.0,0.0,0.1215,0.264,0.235,0.176,0.125,0.068,0.0105,0.0,0.0,0.0
m1641_10794.obj,normalized_data/Hat/m1641_10794.obj,Hat,2.735,0.015,0.44,92989.108,1.062,0.066,3.736,0.102,0.1965,0.1925,0.175,0.142,0.096,0.053,0.03,0.0125,0.0005,0.0,0.0,0.206,0.429,0.2555,0.1085,0.001,0.0,0.0,0.0,0.055,0.108,0.204,0.2185,0.2145,0.136,0.059,0.005,0.0,0.0,0.0175,0.0775,0.18,0.234,0.2675,0.172,0.0465,0.005,0.0,0.0,0.03,0.161,0.287,0.282,0.1765,0.061,0.0025,0.0,0.0,0.0
m1628_8393.obj,normalized_data/Hat/m1628_8393.obj,Hat,3.247,0.019,0.45,98094.151,0.998,0.079,1.298,0.0935,0.1685,0.2165,0.196,0.1395,0.087,0.051,0.0295,0.011,0.0075,0.0,0.0,0.2325,0.481,0.2215,0.065,0.0,0.0,0.0,0.0,0.042,0.109,0.1865,0.2935,0.261,0.0925,0.0155,0.0,0.0,0.0,0.0215,0.091,0.1835,0.228,0.285,0.149,0.039,0.003,0.0,0.0,0.0455,0.1695,0.25,0.285,0.191,0.055,0.004,0.0,0.0,0.0
m1630_10120.obj,normalized_data/Hat/m1630_10120.obj,Hat,1.97,0.06,0.379,2158.124,1.005,0.422,4.376,0.1175,0.169,0.195,0.186,0.135,0.089,0.042,0.0305,0.026,0.01,0.0005,0.0165,0.4025,0.319,0.2535,0.008,0.0,0.0,0.0,0.0,0.0615,0.145,0.226,0.2765,0.1975,0.0805,0.013,0.0,0.0,0.0,0.0315,0.122,0.2195,0.261,0.2395,0.106,0.02,0.0005,0.0,0.0,0.092,0.298,0.2845,0.2145,0.0905,0.02,0.0005,0.0,0.0,0.0
m967_6002.obj,normalized_data/PlantWildNonTree/m967_6002.obj,PlantWildNonTree,0.494,0.001,0.09,277675.837,1.006,0.015,45.451,0.221,0.2035,0.1285,0.088,0.072,0.0715,0.064,0.072,0.058,0.0215,0.088,0.3375,0.351,0.174,0.048,0.0015,0.0,0.0,0.0,0.0,0.1785,0.3075,0.2485,0.178,0.0735,0.013,0.001,0.0,0.0,0.0,0.113,0.4565,0.3245,0.092,0.014,0.0,0.0,0.0,0.0,0.0,0.3495,0.5695,0.08,0.001,0.0,0.0,0.0,0.0,0.0,0.0
m972_7410.obj,normalized_data/PlantWildNonTree/m972_7410.obj,PlantWildNonTree,2.089,-0.002,0.286,2913748.155,1.035,-0.013,9.729,0.187,0.216,0.1535,0.0925,0.0725,0.0825,0.089,0.0765,0.0235,0.007,0.0025,0.253,0.2665,0.2145,0.244,0.0195,0.0,0.0,0.0,0.0,0.125,0.193,0.2435,0.2085,0.1255,0.071,0.0335,0.0,0.0,0.0,0.0865,0.249,0.258,0.257,0.127,0.0225,0.0,0.0,0.0,0.0,0.1695,0.3915,0.301,0.1205,0.0175,0.0,0.0,0.0,0.0,0.0
m973_6737.obj,normalized_data/PlantWildNonTree/m973_6737.obj,PlantWildNonTree,1.103,0.003,0.35,112728.083,1.039,0.024,2.373,0.1155,0.1775,0.2,0.173,0.133,0.08,0.068,0.0285,0.019,0.0055,0.0255,0.204,0.5185,0.193,0.054,0.005,0.0,0.0,0.0,0.0,0.115,0.2775,0.3245,0.2185,0.059,0.0055,0.0,0.0,0.0,0.0,0.085,0.272,0.3565,0.2115,0.062,0.013,0.0,0.0,0.0,0.0,0.162,0.4105,0.311,0.1035,0.0125,0.0005,0.0,0.0,0.0,0.0
m961_6513.obj,normalized_data/PlantWildNonTree/m961_6513.obj,PlantWildNonTree,9.605,0.007,0.488,17737494.779,1.093,0.026,5.338,0.1145,0.1875,0.186,0.1785,0.1215,0.0895,0.061,0.0395,0.016,0.006,0.033,0.1315,0.274,0.3785,0.156,0.027,0.0,0.0,0.0,0.0,0.046,0.204,0.274,0.24,0.1505,0.0695,0.0155,0.0005,0.0,0.0,0.014,0.153,0.3005,0.2855,0.181,0.0575,0.008,0.0005,0.0,0.0,0.0565,0.3015,0.38,0.2075,0.0495,0.005,0.0,0.0,0.0,0.0
m978_9852.obj,normalized_data/PlantWildNonTree/m978_9852.obj,PlantWildNonTree,0.902,-0.006,0.176,22203.159,1.005,-0.069,20.194,0.2025,0.1825,0.139,0.1215,0.0995,0.076,0.068,0.054,0.0385,0.0185,0.2475,0.502,0.153,0.0275,0.024,0.029,0.0155,0.0015,0.0,0.0,0.2935,0.448,0.117,0.055,0.0425,0.039,0.005,0.0,0.0,0.0,0.278,0.48,0.1685,0.0575,0.0155,0.0005,0.0,0.0,0.0,0.0,0.5885,0.364,0.04,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
m965_6783.obj,normalized_data/PlantWildNonTree/m965_6783.obj,PlantWildNonTree,0.458,-0.002,0.278,28007.541,1.006,-0.013,10.239,0.161,0.191,0.1675,0.1405,0.1115,0.0775,0.0575,0.0525,0.0315,0.0095,0.0685,0.2345,0.2865,0.305,0.0995,0.006,0.0,0.0,0.0,0.0,0.1365,0.2485,0.265,0.216,0.1035,0.0285,0.002,0.0,0.0,0.0,0.0675,0.295,0.313,0.2,0.093,0.0295,0.002,0.0,0.0,0.0,0.181,0.4305,0.292,0.0905,0.006,0.0,0.0,0.0,0.0,0.0
m1052_5868.obj,normalized_data/PlantWildNonTree/m1052_5868.obj,PlantWildNonTree,1.042,0.069,0.66,235.375,1.034,0.215,1.297,0.1025,0.1925,0.195,0.1885,0.1265,0.082,0.0585,0.0265,0.0205,0.0075,0.028,0.0855,0.2045,0.2895,0.3095,0.083,0.0,0.0,0.0,0.0,0.036,0.123,0.2155,0.253,0.227,0.1215,0.0235,0.0005,0.0,0.0,0.015,0.088,0.199,0.267,0.2315,0.135,0.055,0.0095,0.0,0.0,0.036,0.1925,0.32,0.2645,0.134,0.0425,0.009,0.0015,0.0,0.0
m975_5761.obj,normalized_data/PlantWildNonTree/m975_5761.obj,PlantWildNonTree,0.727,0.0,0.09,1824734.182,1.004,0.013,33.041,0.1965,0.203,0.1455,0.104,0.0815,0.074,0.0695,0.0595,0.0495,0.017,0.257,0.3545,0.2655,0.0635,0.0265,0.0185,0.0145,0.0,0.0,0.0,0.2235,0.3875,0.206,0.115,0.046,0.018,0.004,0.0,0.0,0.0,0.1975,0.4525,0.2455,0.076,0.025,0.0035,0.0,0.0,0.0,0.0,0.451,0.4735,0.0735,0.002,0.0,0.0,0.0,0.0,0.0,0.0
m986_6656.obj,normalized_data/PlantWildNonTree/m986_6656.obj,PlantWildNonTree,0.517,0.015,0.228,608.441,1.016,0.192,8.447,0.1725,0.172,0.162,0.1475,0.1085,0.101,0.059,0.043,0.0255,0.009,0.025,0.613,0.2525,0.06,0.031,0.0115,0.0035,0.0035,0.0,0.0,0.5015,0.229,0.0705,0.111,0.07,0.013,0.0045,0.0005,0.0,0.0,0.41,0.3555,0.1715,0.045,0.0175,0.0005,0.0,0.0,0.0,0.0,0.5415,0.3645,0.0855,0.0075,0.001,0.0,0.0,0.0,0.0,0.0
m976_7843.obj,normalized_data/PlantWildNonTree/m976_7843.obj,PlantWildNonTree,1.193,0.001,0.402,4200758.684,1.031,0.004,3.085,0.1055,0.1975,0.1905,0.1595,0.132,0.0955,0.06,0.036,0.0155,0.008,0.089,0.2655,0.3555,0.218,0.0365,0.02,0.014,0.0015,0.0,0.0,0.0775,0.284,0.3445,0.178,0.0775,0.031,0.0075,0.0,0.0,0.0,0.048,0.262,0.372,0.214,0.083,0.018,0.003,0.0,0.0,0.0,0.107,0.4125,0.3505,0.112,0.017,0.001,0.0,0.0,0.0,0.0
m988_6309.obj,normalized_data/PlantWildNonTree/m988_6309.obj,PlantWildNonTree,0.49,0.001,0.045,206456.092,1.003,0.037,24.647,0.192,0.1545,0.1595,0.1475,0.11,0.092,0.0605,0.04,0.0275,0.0165,0.6045,0.2335,0.0625,0.0115,0.059,0.008,0.004,0.0105,0.0065,0.0,0.62,0.136,0.0855,0.0915,0.0255,0.033,0.0085,0.0,0.0,0.0,0.556,0.33,0.1055,0.008,0.0005,0.0,0.0,0.0,0.0,0.0,0.732,0.2635,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m968_9018.obj,normalized_data/PlantWildNonTree/m968_9018.obj,PlantWildNonTree,0.966,0.002,0.363,245306.715,1.06,0.011,5.47,0.1255,0.221,0.177,0.126,0.099,0.0775,0.0705,0.058,0.0355,0.01,0.0785,0.3065,0.3215,0.205,0.067,0.021,0.0005,0.0,0.0,0.0,0.099,0.337,0.2755,0.1725,0.084,0.0305,0.0015,0.0,0.0,0.0,0.059,0.319,0.3575,0.1955,0.061,0.0075,0.0005,0.0,0.0,0.0,0.131,0.4875,0.3125,0.0625,0.0065,0.0,0.0,0.0,0.0,0.0
m984_8180.obj,normalized_data/PlantWildNonTree/m984_8180.obj,PlantWildNonTree,0.891,0.013,0.192,4086.316,1.005,0.155,6.771,0.165,0.184,0.153,0.1545,0.1315,0.086,0.0585,0.037,0.023,0.0075,0.079,0.452,0.326,0.0975,0.02,0.0095,0.006,0.01,0.0,0.0,0.186,0.3645,0.2195,0.1725,0.0345,0.014,0.009,0.0,0.0,0.0,0.134,0.3875,0.3115,0.1315,0.031,0.0045,0.0,0.0,0.0,0.0,0.2435,0.506,0.2205,0.0295,0.0005,0.0,0.0,0.0,0.0,0.0
m985_6974.obj,normalized_data/PlantWildNonTree/m985_6974.obj,PlantWildNonTree,2.281,-0.009,0.125,135611.857,1.001,-0.186,21.063,0.1945,0.2125,0.158,0.1235,0.082,0.066,0.0565,0.055,0.0375,0.0145,0.159,0.4485,0.26,0.1085,0.007,0.0125,0.0045,0.0,0.0,0.0,0.187,0.4215,0.2745,0.088,0.02,0.0075,0.0015,0.0,0.0,0.0,0.161,0.4765,0.259,0.0855,0.015,0.003,0.0,0.0,0.0,0.0,0.3835,0.542,0.0705,0.004,0.0,0.0,0.0,0.0,0.0,0.0
m983_6988.obj,normalized_data/PlantWildNonTree/m983_6988.obj,PlantWildNonTree,1.674,0.038,0.419,3207.564,1.039,0.17,1.623,0.1005,0.2015,0.2025,0.174,0.1315,0.0845,0.042,0.04,0.0185,0.005,0.04,0.1865,0.372,0.22,0.126,0.045,0.0105,0.0,0.0,0.0,0.064,0.217,0.2625,0.255,0.1395,0.0545,0.0075,0.0,0.0,0.0,0.028,0.1855,0.302,0.26,0.15,0.0605,0.013,0.001,0.0,0.0,0.07,0.3225,0.3435,0.188,0.059,0.014,0.003,0.0,0.0,0.0
m966_7920.obj,normalized_data/PlantWildNonTree/m966_7920.obj,PlantWildNonTree,2.661,0.096,0.404,2052.3,1.048,0.37,3.385,0.108,0.2125,0.188,0.169,0.1185,0.0825,0.0535,0.039,0.021,0.008,0.036,0.226,0.2935,0.252,0.182,0.0105,0.0,0.0,0.0,0.0,0.056,0.2105,0.3405,0.221,0.1155,0.0485,0.008,0.0,0.0,0.0,0.0155,0.1585,0.331,0.298,0.155,0.0365,0.0055,0.0,0.0,0.0,0.0585,0.3105,0.3795,0.207,0.043,0.0015,0.0,0.0,0.0,0.0
m962_7057.obj,normalized_data/PlantWildNonTree/m962_7057.obj,PlantWildNonTree,1.393,-0.018,0.721,8436.654,1.08,-0.043,1.761,0.1045,0.2165,0.2005,0.169,0.12,0.0865,0.047,0.0295,0.021,0.0055,0.0335,0.1825,0.3,0.2335,0.1855,0.065,0.0,0.0,0.0,0.0,0.0375,0.173,0.2805,0.2645,0.168,0.0615,0.0135,0.0015,0.0,0.0,0.014,0.1335,0.276,0.288,0.1895,0.081,0.017,0.001,0.0,0.0,0.056,0.2465,0.344,0.2405,0.0875,0.0215,0.004,0.0,0.0,0.0
m971_4778.obj,normalized_data/PlantWildNonTree/m971_4778.obj,PlantWildNonTree,0.267,-0.011,0.276,168.308,1.038,-0.086,7.941,0.158,0.1625,0.183,0.165,0.117,0.086,0.0545,0.042,0.021,0.011,0.0,0.121,0.2985,0.1565,0.4055,0.0185,0.0,0.0,0.0,0.0,0.113,0.1305,0.1895,0.2625,0.2315,0.051,0.022,0.0,0.0,0.0,0.125,0.1385,0.2045,0.2275,0.1905,0.099,0.015,0.0,0.0,0.0,0.235,0.2495,0.284,0.1665,0.0615,0.0035,0.0,0.0,0.0,0.0
m980_8937.obj,normalized_data/PlantWildNonTree/m980_8937.obj,PlantWildNonTree,0.314,0.001,0.157,45766.125,1.018,0.017,6.752,0.2245,0.186,0.133,0.1165,0.1155,0.0685,0.05,0.0495,0.039,0.0175,0.3035,0.1365,0.5365,0.0205,0.0,0.0015,0.0,0.0015,0.0,0.0,0.244,0.431,0.1695,0.148,0.0035,0.003,0.001,0.0,0.0,0.0,0.282,0.4275,0.2335,0.049,0.008,0.0,0.0,0.0,0.0,0.0,0.489,0.419,0.081,0.011,0.0,0.0,0.0,0.0,0.0,0.0
m987_7127.obj,normalized_data/PlantWildNonTree/m987_7127.obj,PlantWildNonTree,0.811,0.0,0.192,48366963.891,1.002,0.001,7.085,0.1595,0.1905,0.156,0.139,0.123,0.0955,0.062,0.039,0.025,0.0105,0.072,0.3885,0.397,0.096,0.02,0.01,0.0085,0.008,0.0,0.0,0.1965,0.3445,0.2145,0.193,0.0285,0.0125,0.01,0.0005,0.0,0.0,0.125,0.3875,0.3155,0.153,0.0175,0.0015,0.0,0.0,0.0,0.0,0.2465,0.4915,0.2355,0.026,0.0005,0.0,0.0,0.0,0.0,0.0
m964_7194.obj,normalized_data/PlantWildNonTree/m964_7194.obj,PlantWildNonTree,0.474,-0.0,0.342,643320.71,1.023,-0.003,11.945,0.201,0.1695,0.1425,0.1305,0.1015,0.0825,0.07,0.055,0.0345,0.013,0.0135,0.168,0.384,0.295,0.1245,0.015,0.0,0.0,0.0,0.0,0.1525,0.2915,0.186,0.1275,0.155,0.077,0.0105,0.0,0.0,0.0,0.082,0.3015,0.344,0.1855,0.08,0.007,0.0,0.0,0.0,0.0,0.175,0.4735,0.2835,0.063,0.005,0.0,0.0,0.0,0.0,0.0
m963_6212.obj,normalized_data/PlantWildNonTree/m963_6212.obj,PlantWildNonTree,1.441,-0.003,0.577,394279.377,1.009,-0.009,2.366,0.1085,0.187,0.2115,0.17,0.1115,0.079,0.0615,0.041,0.0235,0.0065,0.0985,0.305,0.266,0.2255,0.098,0.007,0.0,0.0,0.0,0.0,0.076,0.2675,0.3365,0.2125,0.0895,0.016,0.002,0.0,0.0,0.0,0.0425,0.2405,0.3615,0.2465,0.0915,0.0155,0.0015,0.0005,0.0,0.0,0.1055,0.3935,0.3365,0.143,0.0205,0.0005,0.0005,0.0,0.0,0.0
D00346_4803.obj,normalized_data/Rocket/D00346_4803.obj,Rocket,0.367,-0.005,0.03,1837.755,1.001,-0.408,59.71,0.342,0.131,0.0825,0.0785,0.0755,0.0605,0.0625,0.048,0.077,0.0425,0.13,0.182,0.4835,0.1115,0.0365,0.0375,0.019,0.0,0.0,0.0,0.3365,0.198,0.1605,0.15,0.0815,0.053,0.0205,0.0,0.0,0.0,0.2305,0.5445,0.214,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.4835,0.513,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00851_4832.obj,normalized_data/Rocket/D00851_4832.obj,Rocket,0.422,-0.011,0.023,579.133,0.998,-0.77,36.69,0.3105,0.1865,0.0895,0.064,0.0515,0.0525,0.0575,0.0765,0.08,0.0315,0.1595,0.225,0.225,0.2585,0.1315,0.0005,0.0,0.0,0.0,0.0,0.216,0.27,0.1905,0.1555,0.09,0.065,0.013,0.0,0.0,0.0,0.1125,0.4665,0.4005,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.653,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
